Time from Pickup to Arrival,Order No
1671,Order_No_23350
1097,Order_No_4679
-154,Order_No_9936
1588,Order_No_16031
2003,Order_No_2247
2061,Order_No_17619
1214,Order_No_1159
1456,Order_No_5118
1334,Order_No_10972
1902,Order_No_22291
1570,Order_No_27048
1603,Order_No_8910
2330,Order_No_7715
1168,Order_No_23329
750,Order_No_7452
3198,Order_No_25783
1504,Order_No_18496
1048,Order_No_23818
1660,Order_No_7824
2028,Order_No_23896
2326,Order_No_1940
1388,Order_No_17944
1426,Order_No_11852
1433,Order_No_6084
2265,Order_No_6388
1244,Order_No_6789
2166,Order_No_1638
1454,Order_No_10461
1719,Order_No_78
2065,Order_No_19726
1305,Order_No_19368
1747,Order_No_23164
1580,Order_No_26060
2743,Order_No_20068
1140,Order_No_17009
1731,Order_No_695
604,Order_No_755
2343,Order_No_16512
4014,Order_No_17653
1429,Order_No_8412
706,Order_No_26683
2801,Order_No_17194
583,Order_No_1805
1641,Order_No_7341
1483,Order_No_278
2941,Order_No_2766
1649,Order_No_6327
871,Order_No_27846
1935,Order_No_5507
2496,Order_No_15664
840,Order_No_23181
1953,Order_No_13726
722,Order_No_16098
2804,Order_No_3026
2809,Order_No_3299
1003,Order_No_25737
593,Order_No_19959
875,Order_No_11675
643,Order_No_22296
2145,Order_No_12941
1344,Order_No_4600
2125,Order_No_12302
683,Order_No_19778
1532,Order_No_14852
3300,Order_No_23246
1658,Order_No_14760
2288,Order_No_25518
3235,Order_No_25536
1944,Order_No_9213
1786,Order_No_15585
720,Order_No_12785
346,Order_No_15503
1256,Order_No_27669
2970,Order_No_19072
28,Order_No_8511
1064,Order_No_10569
293,Order_No_10466
2120,Order_No_25511
1924,Order_No_14088
1559,Order_No_1232
835,Order_No_8027
4127,Order_No_12326
1280,Order_No_25526
1060,Order_No_1743
1253,Order_No_12482
2484,Order_No_1277
725,Order_No_15478
958,Order_No_5349
2260,Order_No_25336
2060,Order_No_26782
1580,Order_No_22508
1926,Order_No_26519
1725,Order_No_16021
2213,Order_No_8997
2520,Order_No_16525
1498,Order_No_5712
1077,Order_No_4975
701,Order_No_11685
2117,Order_No_11441
1901,Order_No_19459
2068,Order_No_22925
2149,Order_No_5173
1492,Order_No_25570
1541,Order_No_15790
1473,Order_No_25164
3102,Order_No_3367
819,Order_No_17581
586,Order_No_26555
1792,Order_No_16284
2521,Order_No_7453
2253,Order_No_6112
2689,Order_No_24910
92,Order_No_10562
907,Order_No_7326
2624,Order_No_15418
246,Order_No_9766
2861,Order_No_17015
995,Order_No_7661
-676,Order_No_19195
980,Order_No_17122
339,Order_No_2450
1810,Order_No_23778
1935,Order_No_1912
638,Order_No_7669
1517,Order_No_15622
2796,Order_No_4083
1904,Order_No_6169
2076,Order_No_10095
930,Order_No_20301
1734,Order_No_16874
1344,Order_No_14249
1760,Order_No_4677
939,Order_No_5814
3298,Order_No_22586
1062,Order_No_28146
4123,Order_No_10391
989,Order_No_20633
1732,Order_No_14333
1863,Order_No_17371
2303,Order_No_8784
2145,Order_No_26085
1852,Order_No_16716
1532,Order_No_13945
1005,Order_No_14238
909,Order_No_3341
595,Order_No_25648
1569,Order_No_16760
3067,Order_No_21679
2207,Order_No_19546
1423,Order_No_11831
2890,Order_No_17567
1452,Order_No_390
3149,Order_No_11833
811,Order_No_10126
899,Order_No_26975
1395,Order_No_12459
1858,Order_No_17531
657,Order_No_26411
1233,Order_No_16888
772,Order_No_11551
1086,Order_No_9994
-64,Order_No_10697
2232,Order_No_22529
753,Order_No_1830
770,Order_No_5280
362,Order_No_24054
3128,Order_No_20292
453,Order_No_18465
3130,Order_No_18764
2271,Order_No_18681
1380,Order_No_22347
1026,Order_No_14792
1121,Order_No_19710
1536,Order_No_22120
1391,Order_No_11439
1542,Order_No_2169
762,Order_No_209
1076,Order_No_10479
-162,Order_No_22687
1887,Order_No_10432
2199,Order_No_25838
637,Order_No_25832
1350,Order_No_26588
2399,Order_No_3578
808,Order_No_6410
1847,Order_No_23710
1268,Order_No_5486
274,Order_No_22913
1090,Order_No_13010
2189,Order_No_23871
2153,Order_No_2513
871,Order_No_8436
2065,Order_No_14150
2785,Order_No_11162
1492,Order_No_17682
1864,Order_No_24241
600,Order_No_1753
1081,Order_No_21557
1228,Order_No_788
662,Order_No_7068
636,Order_No_24487
2480,Order_No_1804
2318,Order_No_25495
2158,Order_No_25405
1432,Order_No_9464
518,Order_No_6426
933,Order_No_2343
137,Order_No_19270
1085,Order_No_7460
1806,Order_No_24993
39,Order_No_10527
2142,Order_No_3520
2269,Order_No_12026
1659,Order_No_10191
1059,Order_No_17853
2010,Order_No_15149
1179,Order_No_24524
962,Order_No_25444
403,Order_No_15890
1182,Order_No_17894
3069,Order_No_20900
769,Order_No_17097
2454,Order_No_5591
2866,Order_No_5031
2193,Order_No_7213
1242,Order_No_7784
1010,Order_No_23541
3032,Order_No_26142
1596,Order_No_17281
1081,Order_No_6959
2196,Order_No_12370
1824,Order_No_11371
941,Order_No_25267
1125,Order_No_24422
321,Order_No_1036
1815,Order_No_21245
2189,Order_No_9246
357,Order_No_27597
3924,Order_No_14869
-164,Order_No_15076
961,Order_No_11210
582,Order_No_21615
317,Order_No_14700
1324,Order_No_1025
1931,Order_No_12348
3345,Order_No_14020
848,Order_No_24923
1562,Order_No_26672
1227,Order_No_5207
2393,Order_No_27527
3228,Order_No_27792
1494,Order_No_23442
1390,Order_No_3422
1783,Order_No_15320
2543,Order_No_26181
2338,Order_No_5906
590,Order_No_11100
2531,Order_No_25678
2061,Order_No_7463
1378,Order_No_28108
1793,Order_No_12924
309,Order_No_9381
1596,Order_No_11372
2617,Order_No_22663
465,Order_No_6158
1159,Order_No_15628
2699,Order_No_16095
2213,Order_No_7545
3378,Order_No_4945
903,Order_No_22596
1748,Order_No_24753
510,Order_No_24591
1445,Order_No_3209
2405,Order_No_3636
3862,Order_No_23727
1371,Order_No_3895
1301,Order_No_7133
1467,Order_No_24166
1425,Order_No_5854
1026,Order_No_13473
5075,Order_No_14323
1570,Order_No_24853
341,Order_No_26263
660,Order_No_1810
2547,Order_No_21687
2115,Order_No_3498
2432,Order_No_15716
794,Order_No_26108
3849,Order_No_11108
1778,Order_No_9571
1332,Order_No_10185
1439,Order_No_11443
2816,Order_No_21738
2192,Order_No_12470
1296,Order_No_2909
777,Order_No_12233
636,Order_No_9108
1601,Order_No_8566
3546,Order_No_15696
2017,Order_No_19211
1993,Order_No_14030
2485,Order_No_22765
894,Order_No_852
1452,Order_No_561
1226,Order_No_21172
1516,Order_No_24342
2449,Order_No_26666
3017,Order_No_13463
2500,Order_No_23802
1861,Order_No_2803
1181,Order_No_27218
2210,Order_No_14746
2601,Order_No_21141
353,Order_No_13785
949,Order_No_23489
3528,Order_No_18471
2244,Order_No_1124
1571,Order_No_16578
958,Order_No_9588
2506,Order_No_19780
382,Order_No_2292
697,Order_No_20861
1692,Order_No_279
951,Order_No_6623
124,Order_No_14850
2435,Order_No_27503
574,Order_No_18413
1130,Order_No_8340
1514,Order_No_12299
1344,Order_No_12408
980,Order_No_5382
1068,Order_No_1127
883,Order_No_24167
1233,Order_No_7722
1606,Order_No_11903
2923,Order_No_6900
636,Order_No_28002
1536,Order_No_16415
1488,Order_No_392
1227,Order_No_1257
3521,Order_No_17683
1308,Order_No_18234
1967,Order_No_20727
850,Order_No_27296
3107,Order_No_26897
4138,Order_No_3673
17,Order_No_17064
2213,Order_No_1435
1720,Order_No_15989
3552,Order_No_3079
1108,Order_No_5501
1424,Order_No_6696
1685,Order_No_3852
469,Order_No_19505
1791,Order_No_19763
897,Order_No_13833
1677,Order_No_269
1016,Order_No_6364
2623,Order_No_18890
1963,Order_No_24528
1375,Order_No_6422
1760,Order_No_9411
2004,Order_No_2932
1497,Order_No_7584
1395,Order_No_14772
782,Order_No_25569
1183,Order_No_11
1033,Order_No_20013
1421,Order_No_1955
2473,Order_No_23514
3252,Order_No_10306
2818,Order_No_26933
2729,Order_No_23433
1518,Order_No_217
2315,Order_No_15069
2722,Order_No_21416
2533,Order_No_8086
2195,Order_No_13008
1445,Order_No_10225
1100,Order_No_14332
735,Order_No_20494
2013,Order_No_12506
1857,Order_No_21306
684,Order_No_14162
2590,Order_No_18848
666,Order_No_10724
1776,Order_No_18509
2129,Order_No_19501
904,Order_No_1910
3510,Order_No_21194
404,Order_No_1633
1460,Order_No_8480
1576,Order_No_3518
587,Order_No_1752
1827,Order_No_1586
3471,Order_No_23156
1456,Order_No_25647
1732,Order_No_15095
1032,Order_No_26022
1700,Order_No_23313
1290,Order_No_24872
669,Order_No_13744
2452,Order_No_11235
873,Order_No_21633
3286,Order_No_24824
1036,Order_No_7181
1581,Order_No_16377
3374,Order_No_56
2607,Order_No_25929
1532,Order_No_27543
2457,Order_No_10627
1054,Order_No_27966
1492,Order_No_27361
1814,Order_No_271
924,Order_No_12782
1631,Order_No_22016
57,Order_No_24830
1436,Order_No_9507
3984,Order_No_22445
1651,Order_No_194
948,Order_No_16308
2077,Order_No_23073
1029,Order_No_19134
1053,Order_No_14490
1109,Order_No_3888
1003,Order_No_8975
2883,Order_No_21248
816,Order_No_7887
835,Order_No_19972
2101,Order_No_16014
1404,Order_No_714
3095,Order_No_5646
754,Order_No_10498
1748,Order_No_27109
1647,Order_No_14055
1068,Order_No_9912
889,Order_No_14221
1076,Order_No_15170
1451,Order_No_13660
1177,Order_No_27915
684,Order_No_15551
2240,Order_No_9737
2176,Order_No_21274
2401,Order_No_21175
725,Order_No_21462
268,Order_No_3829
1917,Order_No_18837
2568,Order_No_9204
1378,Order_No_14851
2893,Order_No_5582
2412,Order_No_1674
722,Order_No_18665
3891,Order_No_13062
910,Order_No_15534
1682,Order_No_25407
3294,Order_No_9295
1045,Order_No_9008
4271,Order_No_17569
1127,Order_No_20284
1179,Order_No_22593
2695,Order_No_20303
714,Order_No_4582
3345,Order_No_23483
939,Order_No_14480
1350,Order_No_789
2834,Order_No_4013
1645,Order_No_9981
1136,Order_No_1428
1205,Order_No_4750
783,Order_No_27393
1657,Order_No_20426
433,Order_No_11010
1972,Order_No_1157
1407,Order_No_15301
1088,Order_No_11686
1532,Order_No_19695
1644,Order_No_14499
3097,Order_No_19717
2535,Order_No_6156
2226,Order_No_9420
2647,Order_No_23340
2410,Order_No_22405
-7,Order_No_23553
3463,Order_No_21602
2383,Order_No_9163
2431,Order_No_24517
1159,Order_No_16334
2938,Order_No_11789
143,Order_No_6443
1440,Order_No_25646
1953,Order_No_19083
2858,Order_No_4893
1004,Order_No_830
1622,Order_No_22462
1090,Order_No_25296
917,Order_No_4146
1639,Order_No_6768
3022,Order_No_1374
2475,Order_No_15713
1496,Order_No_1262
2320,Order_No_18949
1478,Order_No_14853
2155,Order_No_12236
918,Order_No_25537
1981,Order_No_5593
817,Order_No_19305
1570,Order_No_8626
2406,Order_No_19621
2153,Order_No_21
3013,Order_No_23280
859,Order_No_25656
1498,Order_No_18916
1232,Order_No_24024
1574,Order_No_26322
1454,Order_No_5317
1363,Order_No_1947
1903,Order_No_16631
1828,Order_No_6672
4492,Order_No_795
1643,Order_No_17940
2051,Order_No_10752
1546,Order_No_10317
1431,Order_No_11143
2157,Order_No_8996
671,Order_No_14381
1239,Order_No_22839
303,Order_No_463
1479,Order_No_3700
1266,Order_No_23416
787,Order_No_16891
1305,Order_No_17710
725,Order_No_233
217,Order_No_15773
1952,Order_No_15488
1068,Order_No_16865
667,Order_No_1301
1317,Order_No_18519
453,Order_No_14258
1705,Order_No_8374
3481,Order_No_25128
2273,Order_No_11937
1310,Order_No_25241
1111,Order_No_5287
3122,Order_No_7712
1246,Order_No_294
2421,Order_No_16972
2047,Order_No_3612
3787,Order_No_7657
1390,Order_No_1969
2723,Order_No_10591
1655,Order_No_1603
